TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,FCEVAPIN,FCEVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,MEATPAN,AMBLEFTTOP,AMBLEFT,AMBLEFTBOT,AMBRIGHTTOP,AMBRIGHT,AMBRIGHTBOT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Frequency,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC Evaporator Inlet,FC Evaporator Outlet,Freezer Top 1,Freezer Mid 2,Freezer Bottom 3,Freezer 4,Freezer 5,Cabinet Top 1,Cabinet Middle 2,Cabinet Bottom 3,Meat Pan,Ambient Left Top,Ambient Left Middle,Ambient Left Bot,Ambient Right Top,Ambient Right Middle,Ambient Right Bot,Suction Line,Discharge,Condensor Inlet,Condenser Outlet,Heat Loop Outlet,Compressor Dome,Heat Loop inlet,Humidity,W Status,W Control,W RC Temp,W FC Temp,W FC Evap Temp,W Pantry Temp,W Ambient Temp,W Ambient RH,W FC Heater State,W FC Fan,W Condenser Fan,W RC Damper State,W VCC Hz,W Pantry Damper State,W Fill Tube Heater,W Water Valve State,W FC Door,W RC Door,W Cold Request FC,W Cold Request RC,W Cold Request Pantry,W Defrost Trace,W PI_Output,W PI_Proportional_Output,W PI_Integral_Output,W PI_Kp,W PI_Ki,W RC_CutIN,W RC_CutOUT,W FC_CutIN,W FC_CutOUT,W Pantry_CutIN,W Pantry_CutOUT,W Dispensing Heater
21:16:01,2,0.49,115.0,12.60,7.14,1.70940,60.00,0.67,40.80,90.13,-999.00,-999.00,0,-10.74,-11.52,-0.78,1.18,0.28,0.98,1.69,39.18,40.79,42.41,44.67,91.47,90.09,89.45,91.15,90.17,89.43,99.28,148.60,104.61,104.87,101.19,128.29,137.09,29.5,1,2,33.44,0.50,-11.56,45.50,87.01,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:16:50,2,0.49,115.0,12.60,7.14,1.71037,60.00,0.67,40.80,90.13,-999.00,-999.00,0,-10.62,-11.10,-0.78,1.16,0.28,1.00,1.69,39.19,40.78,42.43,44.68,91.49,90.08,89.47,91.13,90.18,89.44,99.34,148.47,104.64,104.90,101.15,128.29,137.02,29.5,1,2,33.44,0.50,-11.54,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:17:44,2,0.49,114.9,12.60,7.12,1.71139,60.00,0.68,40.81,90.13,-999.00,-999.00,0,-10.69,-11.42,-0.74,1.18,0.28,1.00,1.71,39.19,40.82,42.43,44.69,91.50,90.08,89.45,91.16,90.18,89.44,99.33,148.56,104.66,104.92,101.27,128.31,137.13,29.5,1,2,33.44,0.50,-11.42,45.50,87.03,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:18:29,2,0.49,115.0,12.60,7.13,1.71236,60.00,0.68,40.81,90.13,-999.00,-999.00,0,-10.57,-11.43,-0.77,1.19,0.28,1.00,1.72,39.19,40.79,42.40,44.69,91.48,90.08,89.45,91.16,90.17,89.42,99.37,148.49,104.65,104.91,101.19,128.33,137.12,29.5,1,2,33.44,0.50,-11.58,45.50,87.06,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:19:22,2,0.49,115.0,12.60,7.12,1.71338,60.00,0.68,40.79,90.12,-999.00,-999.00,0,-10.70,-11.48,-0.78,1.17,0.29,0.98,1.71,39.16,40.78,42.41,44.68,91.49,90.06,89.44,91.16,90.17,89.44,99.37,148.59,104.66,104.92,101.25,128.33,137.16,29.5,1,2,33.44,0.50,-11.47,45.50,87.04,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:20:11,2,0.49,114.9,12.60,7.13,1.71435,60.00,0.68,40.80,90.11,-999.00,-999.00,0,-10.57,-11.36,-0.78,1.19,0.28,0.97,1.71,39.18,40.81,42.41,44.67,91.48,90.06,89.45,91.16,90.17,89.43,99.37,148.46,104.63,104.87,101.10,128.31,137.10,29.5,1,2,33.44,0.48,-11.53,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:20:58,2,0.49,115.0,12.60,7.13,1.71537,60.00,0.67,40.79,90.11,-999.00,-999.00,0,-10.76,-11.47,-0.78,1.17,0.27,0.99,1.71,39.18,40.80,42.40,44.66,91.47,90.05,89.45,91.15,90.17,89.42,99.30,148.55,104.61,104.87,101.22,128.32,137.17,29.5,1,2,33.44,0.50,-11.43,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:21:51,2,0.49,114.9,12.60,7.14,1.71634,60.00,0.67,40.80,90.13,-999.00,-999.00,0,-10.63,-11.44,-0.80,1.18,0.27,0.98,1.72,39.19,40.80,42.43,44.67,91.48,90.08,89.44,91.15,90.18,89.42,99.31,148.53,104.66,104.90,101.18,128.32,137.13,29.5,1,2,33.44,0.50,-11.54,45.50,87.04,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:22:44,2,0.49,114.9,12.60,7.10,1.71731,60.00,0.67,40.80,90.13,-999.00,-999.00,0,-10.76,-11.58,-0.81,1.19,0.28,0.97,1.71,39.18,40.78,42.42,44.67,91.46,90.07,89.46,91.17,90.18,89.42,99.31,148.62,104.64,104.90,101.27,128.33,137.16,29.6,1,2,33.44,0.48,-11.44,45.50,87.06,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:23:29,2,0.49,115.0,12.60,7.14,1.71832,60.00,0.67,40.80,90.13,-999.00,-999.00,0,-10.61,-11.49,-0.79,1.20,0.27,0.99,1.72,39.19,40.79,42.43,44.68,91.48,90.08,89.46,91.17,90.17,89.42,99.33,148.54,104.62,104.87,101.11,128.32,137.12,29.6,1,2,33.44,0.50,-11.61,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:24:24,2,0.49,115.0,12.60,7.11,1.71930,60.00,0.68,40.80,90.13,-999.00,-999.00,0,-10.73,-11.57,-0.79,1.18,0.28,1.01,1.72,39.18,40.80,42.41,44.68,91.47,90.08,89.44,91.15,90.19,89.40,99.29,148.51,104.63,104.87,101.21,128.33,137.11,29.6,1,2,33.44,0.50,-11.58,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:25:09,2,0.49,114.9,12.60,7.12,1.72031,60.00,0.67,40.79,90.13,-999.00,-999.00,0,-10.64,-11.48,-0.77,1.17,0.26,0.99,1.71,39.18,40.79,42.40,44.69,91.47,90.08,89.44,91.14,90.19,89.40,99.27,148.48,104.62,104.86,101.11,128.31,137.08,29.6,1,2,33.44,0.50,-11.69,45.50,87.06,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:25:57,2,0.49,114.9,12.60,7.11,1.72130,60.00,0.67,40.80,90.12,-999.00,-999.00,0,-10.66,-11.49,-0.76,1.18,0.28,0.99,1.69,39.19,40.78,42.43,44.67,91.47,90.07,89.43,91.17,90.17,89.40,99.29,148.56,104.63,104.90,101.20,128.32,137.13,29.6,1,2,33.44,0.50,-11.51,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:26:53,2,0.49,115.0,12.60,7.16,1.72227,60.00,0.67,40.79,90.13,-999.00,-999.00,0,-10.59,-11.42,-0.77,1.18,0.27,0.98,1.72,39.19,40.80,42.41,44.67,91.48,90.07,89.43,91.16,90.18,89.40,99.34,148.45,104.63,104.88,101.20,128.30,137.12,29.6,1,2,33.44,0.50,-11.58,45.50,87.04,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:27:44,2,0.49,114.9,12.60,7.11,1.72329,60.00,0.67,40.79,90.11,-999.00,-999.00,0,-10.69,-11.57,-0.75,1.17,0.27,0.97,1.71,39.17,40.80,42.42,44.67,91.47,90.06,89.43,91.16,90.17,89.41,99.29,148.60,104.60,104.86,101.25,128.31,137.16,29.6,1,2,33.44,0.50,-11.54,45.50,86.94,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:28:34,2,0.49,114.9,12.70,7.17,1.72425,60.00,0.67,40.79,90.12,-999.00,-999.00,0,-10.55,-11.42,-0.78,1.19,0.27,0.98,1.71,39.17,40.79,42.42,44.66,91.48,90.07,89.44,91.16,90.17,89.40,99.32,148.54,104.61,104.85,101.10,128.29,137.11,29.6,1,2,33.44,0.50,-11.60,45.48,86.99,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:29:18,2,0.49,115.0,12.50,7.13,1.72527,60.00,0.67,40.80,90.11,-999.00,-999.00,0,-10.83,-11.47,-0.78,1.16,0.27,0.99,1.70,39.16,40.81,42.43,44.67,91.47,90.06,89.44,91.14,90.16,89.39,99.30,148.63,104.60,104.85,101.24,128.30,137.18,29.6,1,2,33.44,0.50,-11.54,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:30:14,2,0.49,114.9,12.60,7.14,1.72624,60.00,0.67,40.80,90.12,-999.00,-999.00,0,-10.71,-11.35,-0.78,1.17,0.26,0.98,1.69,39.18,40.81,42.42,44.68,91.46,90.06,89.44,91.14,90.17,89.40,99.37,148.50,104.60,104.87,101.17,128.30,137.11,29.6,1,2,33.44,0.50,-11.54,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:31:04,2,0.49,115.0,12.60,7.10,1.72726,60.00,0.67,40.80,90.12,-999.00,-999.00,0,-10.71,-11.49,-0.76,1.17,0.27,0.98,1.70,39.18,40.79,42.42,44.67,91.46,90.06,89.44,91.15,90.18,89.40,99.33,148.54,104.58,104.86,101.25,128.29,137.12,29.6,1,2,33.44,0.50,-11.48,45.50,87.00,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:31:54,2,0.49,115.0,12.60,7.13,1.72822,60.00,0.68,40.80,90.12,-999.00,-999.00,0,-10.65,-11.41,-0.75,1.20,0.29,0.97,1.69,39.17,40.80,42.42,44.67,91.47,90.04,89.42,91.18,90.17,89.38,99.32,148.46,104.62,104.87,101.15,128.29,137.07,29.6,1,2,33.44,0.50,-11.51,45.45,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:32:37,2,0.49,115.0,12.60,7.09,1.72920,60.00,0.67,40.80,90.10,-999.00,-999.00,0,-10.70,-11.61,-0.76,1.17,0.28,0.97,1.70,39.17,40.79,42.42,44.68,91.47,90.06,89.43,91.16,90.16,89.39,99.25,148.53,104.58,104.86,101.18,128.29,137.08,29.6,1,2,33.44,0.50,-11.56,45.50,87.10,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:33:34,2,0.49,115.0,12.70,7.17,1.73021,60.00,0.67,40.79,90.11,-999.00,-999.00,0,-10.60,-11.40,-0.77,1.18,0.27,0.98,1.71,39.19,40.79,42.42,44.67,91.45,90.05,89.44,91.17,90.17,89.38,99.27,148.45,104.56,104.83,101.06,128.29,137.00,29.6,1,2,33.44,0.50,-11.58,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:34:23,2,0.49,115.0,12.60,7.07,1.73118,60.00,0.68,40.80,90.12,-999.00,-999.00,0,-10.78,-11.51,-0.76,1.20,0.27,0.98,1.72,39.18,40.81,42.41,44.67,91.46,90.06,89.46,91.17,90.17,89.38,99.24,148.53,104.57,104.85,101.16,128.28,137.11,29.7,1,2,33.44,0.50,-11.49,45.50,87.06,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:35:14,2,0.49,115.0,12.60,7.15,1.73219,60.00,0.68,40.80,90.11,-999.00,-999.00,0,-10.63,-11.36,-0.75,1.20,0.26,0.97,1.72,39.19,40.80,42.41,44.67,91.45,90.06,89.44,91.17,90.17,89.38,99.26,148.46,104.54,104.81,101.04,128.26,137.05,29.7,1,2,33.44,0.48,-11.52,45.48,87.01,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:35:58,2,0.49,115.0,12.50,7.09,1.73316,60.00,0.67,40.79,90.12,-999.00,-999.00,0,-10.81,-11.51,-0.78,1.18,0.28,0.99,1.69,39.18,40.82,42.39,44.68,91.46,90.06,89.44,91.17,90.17,89.38,99.19,148.55,104.54,104.80,101.17,128.27,137.16,29.7,1,2,33.46,0.50,-11.48,45.44,86.90,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:36:52,2,0.49,115.0,12.60,7.14,1.73418,60.00,0.68,40.80,90.11,-999.00,-999.00,0,-10.69,-11.39,-0.78,1.20,0.30,0.97,1.71,39.17,40.81,42.41,44.69,91.45,90.06,89.44,91.18,90.17,89.38,99.22,148.48,104.58,104.82,101.10,128.29,137.09,29.7,1,2,33.50,0.50,-11.58,45.48,86.98,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:37:39,2,0.49,115.0,12.60,7.11,1.73515,60.00,0.68,40.80,90.12,-999.00,-999.00,0,-10.80,-11.56,-0.78,1.21,0.28,0.99,1.72,39.18,40.81,42.42,44.67,91.48,90.06,89.44,91.16,90.18,89.38,99.22,148.54,104.58,104.83,101.20,128.29,137.12,29.7,1,2,33.47,0.50,-11.51,45.47,87.03,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:38:31,2,0.49,115.0,12.60,7.15,1.73617,60.00,0.68,40.78,90.12,-999.00,-999.00,0,-10.75,-11.49,-0.78,1.19,0.28,1.00,1.71,39.16,40.78,42.41,44.67,91.47,90.06,89.44,91.16,90.18,89.37,99.31,148.45,104.59,104.85,101.08,128.26,137.01,29.7,1,2,33.44,0.50,-11.50,45.46,87.02,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:39:23,2,0.49,115.0,12.50,7.10,1.73714,60.00,0.67,40.79,90.12,-999.00,-999.00,0,-10.67,-11.62,-0.77,1.18,0.28,0.99,1.69,39.17,40.81,42.40,44.67,91.47,90.07,89.44,91.16,90.18,89.38,99.30,148.47,104.58,104.84,101.20,128.28,137.08,29.7,1,2,33.44,0.50,-11.60,45.48,87.02,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:40:10,2,0.49,115.0,12.60,7.13,1.73816,60.00,0.67,40.80,90.11,-999.00,-999.00,0,-10.66,-11.39,-0.79,1.19,0.29,0.99,1.71,39.18,40.79,42.41,44.67,91.46,90.05,89.45,91.17,90.18,89.37,99.30,148.49,104.56,104.81,101.08,128.28,137.02,29.7,1,2,33.47,0.50,-11.63,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:41:02,2,0.49,115.0,12.60,7.08,1.73913,60.00,0.68,40.80,90.11,-999.00,-999.00,0,-10.68,-11.56,-0.78,1.19,0.27,0.98,1.72,39.17,40.79,42.42,44.68,91.48,90.07,89.45,91.16,90.18,89.39,99.24,148.54,104.56,104.82,101.14,128.26,137.14,29.7,1,2,33.44,0.50,-11.65,45.45,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:41:54,2,0.49,115.0,12.60,7.13,1.74010,60.00,0.68,40.79,90.11,-999.00,-999.00,0,-10.66,-11.40,-0.78,1.19,0.30,0.98,1.72,39.17,40.80,42.40,44.69,91.47,90.07,89.45,91.16,90.16,89.39,99.26,148.47,104.56,104.82,101.07,128.26,137.06,29.7,1,2,33.44,0.50,-11.62,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:42:44,2,0.49,115.0,12.50,7.08,1.74112,60.00,0.67,40.80,90.13,-999.00,-999.00,0,-10.65,-11.58,-0.80,1.18,0.28,0.98,1.72,39.18,40.80,42.40,44.68,91.45,90.09,89.43,91.16,90.17,89.39,99.23,148.48,104.58,104.82,101.15,128.28,137.07,29.7,1,2,33.44,0.48,-11.67,45.45,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:43:33,2,0.49,115.0,12.60,7.16,1.74209,60.00,0.67,40.79,90.10,-999.00,-999.00,0,-10.71,-11.49,-0.81,1.19,0.28,0.98,1.71,39.15,40.80,42.41,44.66,91.47,90.05,89.42,91.14,90.15,89.37,99.24,148.49,104.58,104.82,101.15,128.26,137.08,29.7,1,2,33.44,0.50,-11.60,45.45,87.06,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:44:18,2,0.49,114.9,12.60,7.11,1.74311,60.00,0.68,40.81,90.11,-999.00,-999.00,0,-10.67,-11.59,-0.81,1.17,0.30,1.00,1.71,39.17,40.83,42.42,44.66,91.47,90.06,89.43,91.16,90.14,89.37,99.24,148.54,104.63,104.87,101.17,128.27,137.09,29.7,1,2,33.44,0.50,-11.65,45.46,86.97,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:45:14,2,0.49,114.9,12.60,7.15,1.74408,60.00,0.67,40.80,90.11,-999.00,-999.00,0,-10.63,-11.36,-0.81,1.18,0.29,0.98,1.70,39.16,40.80,42.44,44.67,91.47,90.08,89.44,91.14,90.15,89.37,99.27,148.50,104.60,104.85,101.09,128.28,137.00,29.7,1,2,33.44,0.50,-11.54,45.46,87.00,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:46:04,2,0.49,115.0,12.50,7.09,1.74509,60.00,0.67,40.81,90.13,-999.00,-999.00,0,-10.67,-11.57,-0.82,1.18,0.28,0.98,1.69,39.18,40.81,42.44,44.67,91.47,90.08,89.44,91.16,90.17,89.37,99.24,148.52,104.59,104.86,101.13,128.27,137.07,29.7,1,2,33.44,0.50,-11.58,45.46,87.06,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:46:50,2,0.49,114.9,12.70,7.14,1.74606,60.00,0.66,40.80,90.13,-999.00,-999.00,0,-10.69,-11.44,-0.83,1.18,0.28,0.98,1.70,39.19,40.81,42.43,44.68,91.47,90.08,89.45,91.16,90.17,89.37,99.29,148.50,104.59,104.84,101.08,128.25,137.07,29.7,1,2,33.44,0.50,-11.61,45.50,87.06,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:47:44,2,0.49,115.0,12.60,7.10,1.74703,60.00,0.66,40.81,90.11,-999.00,-999.00,0,-10.66,-11.59,-0.82,1.18,0.27,0.99,1.71,39.20,40.80,42.41,44.67,91.49,90.07,89.44,91.16,90.17,89.37,99.29,148.55,104.59,104.85,101.18,128.27,137.11,29.7,1,2,33.44,0.50,-11.58,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.60,4.60,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:48:27,2,0.49,114.9,12.60,7.18,1.74805,60.00,0.67,40.80,90.12,-999.00,-999.00,0,-10.67,-11.45,-0.82,1.18,0.30,0.98,1.71,39.19,40.81,42.41,44.69,91.47,90.07,89.43,91.16,90.17,89.36,99.33,148.51,104.58,104.83,101.14,128.26,137.03,29.8,1,2,33.44,0.50,-11.65,45.50,87.04,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:49:24,2,0.49,114.9,12.60,7.09,1.74907,60.00,0.67,40.81,90.10,-999.00,-999.00,0,-10.68,-11.54,-0.79,1.19,0.30,1.00,1.71,39.19,40.81,42.42,44.68,91.47,90.06,89.43,91.16,90.15,89.37,99.31,148.55,104.59,104.84,101.20,128.28,137.12,29.8,1,2,33.44,0.48,-11.63,45.46,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:50:14,2,0.49,115.0,12.60,7.13,1.75004,60.00,0.68,40.81,90.11,-999.00,-999.00,0,-10.73,-11.40,-0.81,1.19,0.30,1.00,1.70,39.18,40.82,42.44,44.68,91.47,90.06,89.43,91.14,90.17,89.36,99.32,148.46,104.57,104.82,101.07,128.27,137.05,29.9,1,2,33.44,0.50,-11.53,45.47,87.10,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:51:00,2,0.49,115.0,12.60,7.07,1.75100,60.00,0.67,40.80,90.10,-999.00,-999.00,0,-10.74,-11.58,-0.82,1.18,0.29,1.00,1.71,39.17,40.80,42.42,44.66,91.46,90.05,89.43,91.14,90.15,89.35,99.29,148.41,104.55,104.80,101.17,128.25,137.10,29.8,1,2,33.48,0.50,-11.64,45.48,87.10,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:51:54,2,0.49,115.0,12.60,7.15,1.75202,60.00,0.67,40.79,90.11,-999.00,-999.00,0,-10.80,-11.48,-0.81,1.18,0.30,0.99,1.70,39.18,40.81,42.42,44.66,91.47,90.06,89.43,91.13,90.17,89.36,99.28,148.41,104.52,104.78,101.10,128.25,137.02,29.8,1,2,33.49,0.50,-11.52,45.50,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
21:52:44,2,0.49,114.9,12.50,7.08,1.75299,60.00,0.68,40.80,90.12,-999.00,-999.00,0,-10.69,-11.53,-0.79,1.18,0.29,1.01,1.71,39.17,40.80,42.41,44.66,91.47,90.08,89.44,91.15,90.16,89.35,99.24,148.47,104.55,104.79,101.14,128.25,137.07,29.9,1,2,33.46,0.50,-11.60,45.46,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
